Fecha,T_Amb_Avg(ºC),H_Relat_Avg (%),Rad_Glob_Avg (W/m²),Rad_Par_Avg (µmol/m²/s),R_Neta_Avg (W/m²),VPD_Avg (kPa),Lluvia (mm)
2011-07-05 15:30:00.000,35.9,19.93,803.0,1225.0,-400.1,4.733,0
2011-07-05 16:00:00.000,36.03,18.64,732.3,1112.0,-390.3,4.844,0
2011-07-05 16:30:00.000,36.33,16.2,648.6,981.0,NAN,5.071,0
2011-07-05 17:00:00.000,36.54,15.26,553.5,832.0,-346.9,5.186,0
2011-07-05 17:30:00.000,36.72,15.25,444.9,662.6,NAN,5.24,0
2011-07-05 18:00:00.000,36.21,18.45,338.4,497.8,NAN,4.901,0
2011-07-05 18:30:00.000,35.12,22.77,235.8,340.1,-463.7,4.376,0
2011-07-05 19:00:00.000,34.08,26.17,139.6,196.4,-450.8,3.945,0
2011-07-05 19:30:00.000,32.91,27.8,57.28,76.89,-458.6,3.616,0
2011-07-05 20:00:00.000,31.47,28.5,8.58,12.92,-459.1,3.3,0
2011-07-05 20:30:00.000,30.14,31.15,0.292,0.369,-459.5,2.946,0
2011-07-05 21:00:00.000,28.77,37.11,0.003,0.027,-449.6,2.486,0
2011-07-05 21:30:00.000,27.5,39.34,0.003,0.053,NAN,2.228,0
2011-07-05 22:00:00.000,26.72,40.19,0.006,0.14,-429.6,2.097,0
2011-07-05 22:30:00.000,26.41,37.76,0.001,0.078,-426.4,2.149,0
2011-07-05 23:00:00.000,24.71,44.95,0.0,0.064,-447.5,1.714,0
2011-07-05 23:30:00.000,24.03,45.22,0.001,0.062,NAN,1.637,0
2011-07-06 00:00:00.000,24.18,43.43,0.0,0.015,-437.1,1.706,0
2011-07-06 00:30:00.000,23.86,44.3,0.0,0.003,-423.6,1.648,0
2011-07-06 01:00:00.000,23.87,43.23,0.0,0.001,NAN,1.68,0
2011-07-06 01:30:00.000,23.75,43.71,0.0,0.004,NAN,1.654,0
2011-07-06 02:00:00.000,23.18,44.81,0.0,0.016,NAN,1.567,0
2011-07-06 02:30:00.000,23.24,44.45,0.0,0.0,NAN,1.583,0
2011-07-06 03:00:00.000,22.6,48.22,0.0,0.0,NAN,1.42,0
2011-07-06 03:30:00.000,22.09,51.61,0.0,0.0,NAN,1.286,0
2011-07-06 04:00:00.000,21.7,54.0,0.0,0.0,NAN,1.194,0
2011-07-06 04:30:00.000,20.96,55.36,0.0,0.001,NAN,1.107,0
2011-07-06 05:00:00.000,20.57,56.2,0.386,0.554,NAN,1.061,0
2011-07-06 05:30:00.000,19.01,62.08,9.29,16.25,NAN,0.834,0
2011-07-06 06:00:00.000,20.19,58.43,66.1,103.9,NAN,0.986,0
2011-07-06 06:30:00.000,22.73,53.05,155.3,245.6,NAN,1.299,0
2011-07-06 07:00:00.000,23.77,51.79,254.1,403.7,NAN,1.419,0
2011-07-06 07:30:00.000,24.43,51.12,360.9,576.1,NAN,1.497,0
2011-07-06 08:00:00.000,25.56,48.14,464.1,739.0,NAN,1.699,0
2011-07-06 08:30:00.000,26.45,45.41,566.0,899.0,NAN,1.885,0
2011-07-06 09:00:00.000,27.41,42.24,663.7,1049.0,NAN,2.109,0
2011-07-06 09:30:00.000,28.44,39.61,753.5,1185.0,NAN,2.344,0
2011-07-06 10:00:00.000,30.12,35.28,833.0,1304.0,NAN,2.767,0
2011-07-06 10:30:00.000,31.04,31.29,904.0,1412.0,NAN,3.094,0
2011-07-06 11:00:00.000,31.88,29.54,960.0,1495.0,NAN,3.328,0
2011-07-06 11:30:00.000,32.78,27.46,1002.0,1554.0,NAN,3.604,0
2011-07-06 12:00:00.000,33.31,25.52,1033.0,1599.0,NAN,3.813,0
2011-07-06 12:30:00.000,33.73,26.69,1036.0,1604.0,NAN,3.842,0
2011-07-06 13:00:00.000,34.17,26.66,1034.0,1598.0,-459.9,3.939,0
2011-07-06 13:30:00.000,34.32,25.42,1029.0,1586.0,-440.3,4.039,0
2011-07-06 14:00:00.000,35.0,23.74,1001.0,1541.0,-456.6,4.288,0
2011-07-06 14:30:00.000,35.03,24.81,956.0,1472.0,-482.7,4.235,0
2011-07-06 15:00:00.000,35.03,22.37,901.0,1386.0,-516.8,4.373,0
2011-07-06 15:30:00.000,35.22,21.23,834.0,1280.0,-498.8,4.484,0
2011-07-06 16:00:00.000,35.32,20.94,754.3,1154.0,-505.6,4.526,0
2011-07-06 16:30:00.000,35.15,21.34,663.6,1012.0,-468.7,4.461,0
2011-07-06 17:00:00.000,34.14,22.78,565.5,860.0,-433.8,4.142,0
2011-07-06 17:30:00.000,33.35,27.08,462.5,697.5,-437.7,3.742,0
2011-07-06 18:00:00.000,32.45,31.97,359.1,534.2,-442.3,3.32,0
2011-07-06 18:30:00.000,31.49,35.45,254.5,370.3,-444.2,2.983,0
2011-07-06 19:00:00.000,30.02,40.74,153.2,217.6,-436.1,2.521,0
2011-07-06 19:30:00.000,28.32,45.0,64.18,84.8,-442.9,2.119,0
2011-07-06 20:00:00.000,26.86,49.67,8.73,13.44,-409.4,1.781,0
2011-07-06 20:30:00.000,25.52,53.6,0.346,0.476,-412,1.516,0
2011-07-06 21:00:00.000,24.62,56.91,0.007,0.132,-420.4,1.335,0
2011-07-06 21:30:00.000,23.59,62.39,0.002,0.092,-427.7,1.096,0
2011-07-06 22:00:00.000,22.95,65.41,0.0,0.007,-424.4,0.968,0
2011-07-06 22:30:00.000,22.53,67.21,0.0,0.002,-432.5,0.895,0
2011-07-06 23:00:00.000,22.26,67.27,0.0,0.0,NAN,0.879,0
2011-07-06 23:30:00.000,21.91,68.17,0.0,0.0,NAN,0.837,0
2011-07-07 00:00:00.000,21.37,70.56,0.0,0.0,NAN,0.749,0
2011-07-07 00:30:00.000,21.22,70.23,0.0,0.0,NAN,0.75,0
2011-07-07 01:00:00.000,21.04,68.45,0.0,0.0,NAN,0.786,0
2011-07-07 01:30:00.000,20.6,69.75,0.0,0.0,NAN,0.734,0
2011-07-07 02:00:00.000,20.28,69.93,0.0,0.0,NAN,0.715,0
2011-07-07 02:30:00.000,19.57,71.65,0.0,0.0,NAN,0.645,0
2011-07-07 03:00:00.000,18.95,73.05,0.0,0.0,NAN,0.59,0
2011-07-07 03:30:00.000,18.47,74.85,0.0,0.0,NAN,0.535,0
2011-07-07 04:00:00.000,17.94,77.1,0.0,0.0,NAN,0.471,0
2011-07-07 04:30:00.000,17.63,78.14,0.0,0.0,NAN,0.441,0
2011-07-07 05:00:00.000,17.15,79.31,0.339,0.49,NAN,0.405,0
2011-07-07 05:30:00.000,16.57,80.6,10.27,16.78,NAN,0.366,0
2011-07-07 06:00:00.000,16.68,79.7,67.62,104.0,NAN,0.385,0
2011-07-07 06:30:00.000,18.3,63.85,161.0,246.5,NAN,0.768,0
2011-07-07 07:00:00.000,19.76,50.37,266.3,408.1,NAN,1.144,0
2011-07-07 07:30:00.000,20.3,52.64,371.8,572.9,NAN,1.128,0
2011-07-07 08:00:00.000,21.05,48.86,477.4,737.9,NAN,1.276,0
2011-07-07 08:30:00.000,22.15,43.28,579.6,895.0,NAN,1.514,0
2011-07-07 09:00:00.000,22.69,42.99,677.5,1044.0,NAN,1.572,0
2011-07-07 09:30:00.000,23.33,41.49,766.5,1181.0,NAN,1.677,0
2011-07-07 10:00:00.000,24.13,38.93,845.0,1302.0,NAN,1.837,0
2011-07-07 10:30:00.000,24.72,38.16,914.0,1408.0,NAN,1.926,0
2011-07-07 11:00:00.000,25.64,34.43,972.0,1491.0,NAN,2.158,0
2011-07-07 11:30:00.000,26.33,30.61,1018.0,1557.0,NAN,2.379,0
2011-07-07 12:00:00.000,26.83,25.12,1049.0,1596.0,NAN,2.644,0
2011-07-07 12:30:00.000,27.41,22.33,1062.0,1615.0,-428.9,2.837,0
2011-07-07 13:00:00.000,28.38,19.48,1061.0,1613.0,NAN,3.111,0
2011-07-07 13:30:00.000,28.76,23.85,1041.0,1586.0,-463.4,3.009,0
2011-07-07 14:00:00.000,29.64,22.64,1013.0,1542.0,-447.2,3.215,0
2011-07-07 14:30:00.000,30.4,21.62,967.0,1472.0,-451.7,3.402,0
2011-07-07 15:00:00.000,30.6,20.57,906.0,1383.0,-437.6,3.488,0
2011-07-07 15:30:00.000,30.82,24.2,830.0,1272.0,-437.3,3.371,0
2011-07-07 16:00:00.000,30.81,25.73,748.9,1145.0,-445.5,3.301,0
2011-07-07 16:30:00.000,30.62,29.98,656.0,1003.0,-447.9,3.078,0
2011-07-07 17:00:00.000,29.75,32.75,558.7,850.0,-426.1,2.814,0
2011-07-07 17:30:00.000,29.05,35.79,457.5,690.2,-419.1,2.58,0
2011-07-07 18:00:00.000,28.26,38.77,353.7,526.3,-422.1,2.351,0
2011-07-07 18:30:00.000,27.38,43.34,249.2,363.6,-409.7,2.067,0
2011-07-07 19:00:00.000,26.31,48.26,149.5,213.5,-391.3,1.771,0
2011-07-07 19:30:00.000,25.34,51.27,61.82,82.8,-417.4,1.576,0
2011-07-07 20:00:00.000,24.43,52.99,8.66,13.51,-399.4,1.439,0
2011-07-07 20:30:00.000,23.45,56.36,0.272,0.392,-431.8,1.26,0
2011-07-07 21:00:00.000,22.54,58.99,0.0,0.001,-409.5,1.121,0
2011-07-07 21:30:00.000,21.8,61.33,0.0,0.0,NAN,1.01,0
2011-07-07 22:00:00.000,21.22,63.55,0.0,0.0,NAN,0.918,0
2011-07-07 22:30:00.000,21.04,63.66,0.0,0.0,NAN,0.906,0
2011-07-07 23:00:00.000,20.55,66.3,0.0,0.0,NAN,0.815,0
2011-07-07 23:30:00.000,20.05,67.21,0.0,0.0,NAN,0.769,0
2011-07-08 00:00:00.000,20.09,65.44,0.0,0.0,NAN,0.812,0
2011-07-08 00:30:00.000,19.65,66.18,0.0,0.0,NAN,0.773,0
2011-07-08 01:00:00.000,19.15,67.06,0.0,0.0,NAN,0.731,0
2011-07-08 01:30:00.000,18.49,70.33,0.0,0.0,NAN,0.631,0
2011-07-08 02:00:00.000,17.9,72.83,0.0,0.0,NAN,0.557,0
2011-07-08 02:30:00.000,17.56,72.91,0.0,0.0,NAN,0.544,0
2011-07-08 03:00:00.000,17.17,73.36,0.0,0.0,NAN,0.522,0
2011-07-08 03:30:00.000,17.48,70.16,0.0,0.0,NAN,0.597,0
2011-07-08 04:00:00.000,17.81,62.87,0.0,0.0,NAN,0.757,0
2011-07-08 04:30:00.000,17.64,59.18,0.0,0.0,NAN,0.823,0
2011-07-08 05:00:00.000,17.2,65.63,0.361,0.491,NAN,0.676,0
2011-07-08 05:30:00.000,16.37,68.27,9.78,16.88,NAN,0.591,0
2011-07-08 06:00:00.000,16.83,64.4,66.1,102.1,NAN,0.685,0
2011-07-08 06:30:00.000,18.54,55.28,156.7,243.5,NAN,0.955,0
2011-07-08 07:00:00.000,19.1,51.89,256.8,402.3,NAN,1.063,0
2011-07-08 07:30:00.000,20.05,49.47,361.9,570.2,NAN,1.186,0
2011-07-08 08:00:00.000,21.21,45.39,467.8,737.1,NAN,1.376,0
2011-07-08 08:30:00.000,21.94,43.63,571.0,898.0,NAN,1.484,0
2011-07-08 09:00:00.000,22.64,43.13,668.5,1047.0,NAN,1.563,0
2011-07-08 09:30:00.000,23.67,40.84,757.0,1181.0,NAN,1.73,0
2011-07-08 10:00:00.000,24.86,38.13,839.0,1304.0,NAN,1.945,0
2011-07-08 10:30:00.000,25.45,36.25,901.0,1396.0,NAN,2.075,0
2011-07-08 11:00:00.000,26.09,33.82,967.0,1491.0,NAN,2.236,0
2011-07-08 11:30:00.000,27.1,31.37,1011.0,1554.0,NAN,2.462,0
2011-07-08 12:00:00.000,27.79,29.82,1035.0,1589.0,NAN,2.621,0
2011-07-08 12:30:00.000,28.34,28.18,1049.0,1607.0,NAN,2.77,0
2011-07-08 13:00:00.000,29.17,26.17,1050.0,1605.0,NAN,2.986,0
2011-07-08 13:30:00.000,30.16,22.76,1037.0,1584.0,NAN,3.308,0
2011-07-08 14:00:00.000,30.78,19.49,1014.0,1541.0,NAN,3.572,0
2011-07-08 14:30:00.000,31.32,18.42,963.0,1460.0,NAN,3.732,0
2011-07-08 15:00:00.000,31.68,16.62,902.0,1363.0,NAN,3.895,0
2011-07-08 15:30:00.000,32.36,14.1,841.0,1267.0,NAN,4.168,0
2011-07-08 16:00:00.000,32.92,12.39,764.8,1150.0,NAN,4.389,0
2011-07-08 16:30:00.000,33.27,12.9,670.4,1009.0,NAN,4.448,0
2011-07-08 17:00:00.000,33.3,14.49,568.4,854.0,NAN,4.375,0
2011-07-08 17:30:00.000,33.44,14.51,463.0,688.7,NAN,4.408,0
2011-07-08 18:00:00.000,33.57,14.58,356.6,522.4,NAN,4.436,0
2011-07-08 18:30:00.000,33.49,14.69,252.4,361.2,NAN,4.412,0
2011-07-08 19:00:00.000,31.95,24.67,146.1,203.1,NAN,3.602,0
2011-07-08 19:30:00.000,29.19,33.79,57.74,76.72,-477.5,2.687,0
2011-07-08 20:00:00.000,27.2,43.6,7.993,12.65,NAN,2.037,0
2011-07-08 20:30:00.000,26.04,48.68,0.24,0.403,-437.6,1.73,0
2011-07-08 21:00:00.000,24.63,53.99,0.001,0.076,-467,1.426,0
2011-07-08 21:30:00.000,23.48,58.33,0.0,0.029,NAN,1.205,0
2011-07-08 22:00:00.000,22.51,60.66,0.0,0.009,NAN,1.073,0
2011-07-08 22:30:00.000,21.73,63.42,0.0,0.006,NAN,0.951,0
2011-07-08 23:00:00.000,21.23,65.12,0.0,0.001,NAN,0.88,0
2011-07-08 23:30:00.000,20.17,68.97,0.0,0.0,NAN,0.733,0
2011-07-09 00:00:00.000,20.33,69.09,0.0,0.0,NAN,0.737,0
2011-07-09 00:30:00.000,20.1,69.13,0.0,0.0,NAN,0.727,0
2011-07-09 01:00:00.000,19.34,70.36,0.0,0.0,NAN,0.665,0
2011-07-09 01:30:00.000,21.45,61.08,0.0,0.0,NAN,1.011,0
2011-07-09 02:00:00.000,22.79,54.61,0.0,0.0,-438.8,1.259,0
2011-07-09 02:30:00.000,23.75,52.03,0.0,0.0,-409.2,1.41,0
2011-07-09 03:00:00.000,22.84,54.55,0.0,0.0,NAN,1.266,0
2011-07-09 03:30:00.000,21.43,58.79,0.0,0.0,NAN,1.057,0
2011-07-09 04:00:00.000,19.24,65.09,0.0,0.0,NAN,0.779,0
2011-07-09 04:30:00.000,20.6,59.93,0.0,0.0,NAN,0.972,0
2011-07-09 05:00:00.000,18.77,62.93,0.3,0.394,NAN,0.806,0
2011-07-09 05:30:00.000,17.96,64.92,7.239,12.92,NAN,0.722,0
2011-07-09 06:00:00.000,19.61,62.0,51.47,81.7,NAN,0.869,0
2011-07-09 06:30:00.000,20.05,61.22,112.2,180.1,NAN,0.91,0
2011-07-09 07:00:00.000,20.44,59.46,226.3,359.7,NAN,0.975,0
2011-07-09 07:30:00.000,22.37,54.69,335.9,536.6,NAN,1.226,0
2011-07-09 08:00:00.000,23.73,51.79,443.1,708.0,NAN,1.415,0
2011-07-09 08:30:00.000,25.15,47.92,548.1,873.0,-451.1,1.666,0
2011-07-09 09:00:00.000,26.55,42.84,648.1,1029.0,NAN,1.985,0
2011-07-09 09:30:00.000,27.36,40.7,736.7,1165.0,NAN,2.159,0
2011-07-09 10:00:00.000,28.07,38.86,818.0,1289.0,-449.7,2.322,0
2011-07-09 10:30:00.000,28.78,37.73,892.0,1399.0,-459.5,2.463,0
2011-07-09 11:00:00.000,29.73,34.27,951.0,1485.0,-464.3,2.747,0
2011-07-09 11:30:00.000,30.76,30.85,994.0,1543.0,NAN,3.066,0
2011-07-09 12:00:00.000,31.41,28.17,1023.0,1584.0,NAN,3.306,0
2011-07-09 12:30:00.000,32.66,24.46,1038.0,1602.0,NAN,3.729,0
2011-07-09 13:00:00.000,32.84,24.83,1034.0,1598.0,NAN,3.749,0
2011-07-09 13:30:00.000,33.35,24.28,1017.0,1572.0,NAN,3.885,0
2011-07-09 14:00:00.000,34.09,21.61,996.0,1532.0,NAN,4.191,0
2011-07-09 14:30:00.000,34.64,19.87,951.0,1460.0,NAN,4.418,0
2011-07-09 15:00:00.000,34.77,18.95,897.0,1375.0,NAN,4.5,0
2011-07-09 15:30:00.000,35.44,16.57,833.0,1271.0,NAN,4.808,0
2011-07-09 16:00:00.000,35.5,16.86,751.1,1146.0,NAN,4.806,0
2011-07-09 16:30:00.000,35.8,17.96,655.8,1000.0,NAN,4.822,0
2011-07-09 17:00:00.000,35.64,18.82,559.8,851.0,NAN,4.73,0
2011-07-09 17:30:00.000,35.84,18.88,457.1,689.4,NAN,4.78,0
2011-07-09 18:00:00.000,34.26,25.29,350.6,523.5,-475.1,4.036,0
2011-07-09 18:30:00.000,33.17,30.29,245.7,359.9,-499.8,3.542,0
2011-07-09 19:00:00.000,32.32,32.01,145.9,210.1,-467.3,3.293,0
2011-07-09 19:30:00.000,30.98,36.01,58.63,79.94,-475.7,2.874,0
2011-07-09 20:00:00.000,29.72,39.35,8.22,13.05,-455.2,2.534,0
2011-07-09 20:30:00.000,28.42,43.73,0.329,0.419,-434.6,2.181,0
2011-07-09 21:00:00.000,27.56,46.64,0.004,0.105,-463.5,1.966,0
2011-07-09 21:30:00.000,26.58,49.71,0.005,0.154,NAN,1.751,0
2011-07-09 22:00:00.000,26.26,49.2,0.002,0.127,NAN,1.734,0
2011-07-09 22:30:00.000,26.62,41.4,0.0,0.065,NAN,2.064,0
2011-07-09 23:00:00.000,28.16,32.68,0.0,0.018,-455.1,2.568,0
2011-07-09 23:30:00.000,28.01,33.51,0.0,0.049,-439.9,2.515,0
2011-07-10 00:00:00.000,27.26,35.79,0.0,0.047,NAN,2.325,0
2011-07-10 00:30:00.000,25.4,41.21,0.001,0.055,NAN,1.91,0
2011-07-10 01:00:00.000,23.35,50.79,0.0,0.043,NAN,1.415,0
2011-07-10 01:30:00.000,22.38,57.16,0.0,0.006,NAN,1.159,0
2011-07-10 02:00:00.000,21.99,59.22,0.0,0.001,NAN,1.078,0
2011-07-10 02:30:00.000,21.65,61.49,0.0,0.0,NAN,0.997,0
2011-07-10 03:00:00.000,21.46,62.61,0.0,0.0,NAN,0.956,0
2011-07-10 03:30:00.000,22.05,58.45,0.0,0.0,NAN,1.103,0
2011-07-10 04:00:00.000,22.45,53.13,0.0,0.0,NAN,1.273,0
2011-07-10 04:30:00.000,21.87,55.34,0.0,0.0,NAN,1.171,0
2011-07-10 05:00:00.000,21.11,56.65,0.262,0.354,NAN,1.085,0
2011-07-10 05:30:00.000,21.09,55.58,8.56,14.4,NAN,1.111,0
2011-07-10 06:00:00.000,21.37,55.4,58.36,91.7,NAN,1.134,0
2011-07-10 06:30:00.000,22.1,53.97,147.2,231.8,NAN,1.224,0
2011-07-10 07:00:00.000,22.93,52.12,248.3,394.0,NAN,1.339,0
2011-07-10 07:30:00.000,23.56,50.89,353.7,563.8,NAN,1.427,0
2011-07-10 08:00:00.000,24.76,47.84,460.4,733.4,NAN,1.629,0
2011-07-10 08:30:00.000,25.76,44.74,566.3,898.0,NAN,1.831,0
2011-07-10 09:00:00.000,26.85,42.07,666.2,1050.0,NAN,2.048,0
2011-07-10 09:30:00.000,27.98,38.92,757.5,1189.0,NAN,2.308,0
2011-07-10 10:00:00.000,29.09,36.0,839.0,1312.0,NAN,2.578,0
2011-07-10 10:30:00.000,29.74,32.76,911.0,1418.0,NAN,2.812,0
2011-07-10 11:00:00.000,30.57,30.7,969.0,1504.0,NAN,3.039,0
2011-07-10 11:30:00.000,31.56,28.24,1009.0,1558.0,NAN,3.329,0
2011-07-10 12:00:00.000,31.58,28.68,1031.0,1592.0,NAN,3.312,0
2011-07-10 12:30:00.000,32.19,25.93,1054.0,1618.0,NAN,3.562,0
2011-07-10 13:00:00.000,32.66,22.55,1057.0,1616.0,NAN,3.823,0
2011-07-10 13:30:00.000,32.91,20.72,1038.0,1588.0,NAN,3.969,0
2011-07-10 14:00:00.000,33.5,18.86,1012.0,1542.0,-480.7,4.197,0
2011-07-10 14:30:00.000,33.44,18.46,966.0,1471.0,NAN,4.204,0
2011-07-10 15:00:00.000,33.89,15.92,914.0,1384.0,NAN,4.446,0
2011-07-10 15:30:00.000,34.19,16.4,835.0,1268.0,-509.1,4.495,0
2011-07-10 16:00:00.000,33.95,22.56,744.6,1135.0,-461,4.107,0
2011-07-10 16:30:00.000,33.68,21.84,648.1,986.0,-456.7,4.084,0
2011-07-10 17:00:00.000,33.68,18.59,551.6,832.0,-458.3,4.253,0
2011-07-10 17:30:00.000,33.41,18.44,452.1,674.2,-445.6,4.198,0
2011-07-10 18:00:00.000,32.49,23.51,350.7,515.3,-475.4,3.746,0
2011-07-10 18:30:00.000,30.64,34.16,247.6,355.3,-456.2,2.9,0
2011-07-10 19:00:00.000,29.36,30.08,151.3,210.3,-472.8,2.861,0
2011-07-10 19:30:00.000,28.01,39.11,67.84,84.9,-464.9,2.309,0
2011-07-10 20:00:00.000,26.07,49.68,9.84,13.43,-444.2,1.7,0
2011-07-10 20:30:00.000,24.75,55.98,0.295,0.427,-443.5,1.375,0
2011-07-10 21:00:00.000,23.55,61.14,0.001,0.054,NAN,1.129,0
2011-07-10 21:30:00.000,22.59,66.89,0.0,0.015,-423.4,0.907,0
2011-07-10 22:00:00.000,21.91,69.7,0.0,0.0,-408.9,0.797,0
2011-07-10 22:30:00.000,21.59,70.0,0.0,0.0,-419,0.773,0
2011-07-10 23:00:00.000,21.62,67.76,0.0,0.0,-426.5,0.832,0
2011-07-10 23:30:00.000,21.94,64.88,0.0,0.0,-424.1,0.925,0
2011-07-11 00:00:00.000,22.21,60.54,0.0,0.0,-412.7,1.056,0
2011-07-11 00:30:00.000,22.04,60.84,0.0,0.0,-403.1,1.037,0
2011-07-11 01:00:00.000,21.69,63.28,0.0,0.0,-411.5,0.952,0
2011-07-11 01:30:00.000,21.32,65.61,0.0,0.0,-455.2,0.872,0
2011-07-11 02:00:00.000,20.93,69.12,0.0,0.0,-437.2,0.764,0
2011-07-11 02:30:00.000,20.78,71.1,0.0,0.0,NAN,0.709,0
2011-07-11 03:00:00.000,20.57,72.66,0.0,0.0,NAN,0.662,0
2011-07-11 03:30:00.000,20.2,74.84,0.0,0.0,NAN,0.595,0
2011-07-11 04:00:00.000,19.81,77.46,0.0,0.0,NAN,0.521,0
2011-07-11 04:30:00.000,19.02,80.5,0.0,0.0,NAN,0.43,0
2011-07-11 05:00:00.000,18.4,83.0,0.203,0.298,NAN,0.359,0
2011-07-11 05:30:00.000,18.25,84.4,7.167,12.04,NAN,0.327,0
2011-07-11 06:00:00.000,18.38,84.2,47.07,76.21,NAN,0.334,0
2011-07-11 06:30:00.000,19.38,81.5,131.2,209.8,NAN,0.417,0
2011-07-11 07:00:00.000,20.6,78.23,231.9,368.2,NAN,0.528,0
2011-07-11 07:30:00.000,21.35,74.96,334.2,532.4,NAN,0.636,0
2011-07-11 08:00:00.000,22.12,71.2,436.4,695.5,-446.7,0.767,0
2011-07-11 08:30:00.000,23.27,65.99,543.6,864.0,NAN,0.973,0
2011-07-11 09:00:00.000,24.17,59.64,641.0,1014.0,NAN,1.217,0
2011-07-11 09:30:00.000,25.16,57.39,729.2,1149.0,NAN,1.363,0
2011-07-11 10:00:00.000,26.34,53.32,810.0,1272.0,NAN,1.602,0
2011-07-11 10:30:00.000,27.22,50.5,876.0,1373.0,NAN,1.789,0
2011-07-11 11:00:00.000,28.12,46.87,928.0,1450.0,NAN,2.023,0
2011-07-11 11:30:00.000,28.89,44.18,975.0,1516.0,NAN,2.224,0
2011-07-11 12:00:00.000,29.84,41.27,1001.0,1553.0,NAN,2.471,0
2011-07-11 12:30:00.000,30.58,37.03,1012.0,1566.0,NAN,2.764,0
2011-07-11 13:00:00.000,31.46,30.48,1011.0,1558.0,NAN,3.209,0
2011-07-11 13:30:00.000,32.33,25.76,999.0,1537.0,NAN,3.598,0
2011-07-11 14:00:00.000,32.61,22.66,971.0,1488.0,NAN,3.806,0
2011-07-11 14:30:00.000,33.06,20.07,929.0,1420.0,NAN,4.034,0
2011-07-11 15:00:00.000,33.67,19.02,870.0,1329.0,NAN,4.23,0
2011-07-11 15:30:00.000,33.52,19.92,769.9,1177.0,-477.6,4.149,0
2011-07-11 16:00:00.000,33.94,18.52,657.6,1003.0,NAN,4.32,0
2011-07-11 16:30:00.000,34.11,19.87,607.7,924.0,NAN,4.291,0
2011-07-11 17:00:00.000,33.77,23.01,485.5,735.1,-493.5,4.043,0
2011-07-11 17:30:00.000,33.62,23.63,390.3,584.8,NAN,3.979,0
2011-07-11 18:00:00.000,32.81,25.67,289.5,429.6,-470.1,3.701,0
2011-07-11 18:30:00.000,31.98,27.69,237.5,341.6,-479.9,3.436,0
2011-07-11 19:00:00.000,31.14,29.55,121.9,175.5,-475.3,3.191,0
2011-07-11 19:30:00.000,30.11,32.94,49.31,66.99,-483.2,2.865,0
2011-07-11 20:00:00.000,28.8,35.91,4.599,7.663,-468.2,2.538,0
2011-07-11 20:30:00.000,27.23,42.59,0.18,0.291,-453.9,2.078,0
2011-07-11 21:00:00.000,26.13,43.29,0.004,0.121,-442.2,1.921,0
2011-07-11 21:30:00.000,25.02,45.96,0.001,0.057,-432.7,1.715,0
2011-07-11 22:00:00.000,23.84,51.17,0.0,0.017,-434.3,1.444,0
2011-07-11 22:30:00.000,23.08,54.49,0.0,0.002,-426.5,1.284,0
2011-07-11 23:00:00.000,23.08,52.42,0.0,0.003,-441.7,1.342,0
2011-07-11 23:30:00.000,22.82,55.82,0.0,0.0,NAN,1.227,0
2011-07-12 00:00:00.000,22.73,58.19,0.0,0.0,NAN,1.155,0
2011-07-12 00:30:00.000,22.72,58.94,0.0,0.0,NAN,1.133,0
2011-07-12 01:00:00.000,22.58,59.52,0.0,0.0,-433.6,1.108,0
2011-07-12 01:30:00.000,22.32,60.34,0.0,0.0,NAN,1.069,0
2011-07-12 02:00:00.000,22.37,58.92,0.0,0.0,NAN,1.111,0
2011-07-12 02:30:00.000,22.31,56.81,0.0,0.0,NAN,1.163,0
2011-07-12 03:00:00.000,22.04,57.41,0.0,0.0,NAN,1.128,0
2011-07-12 03:30:00.000,21.48,59.43,0.0,0.0,NAN,1.039,0
2011-07-12 04:00:00.000,21.17,59.87,0.0,0.0,NAN,1.008,0
2011-07-12 04:30:00.000,20.76,61.75,0.0,0.0,NAN,0.937,0
2011-07-12 05:00:00.000,20.44,64.46,0.068,0.153,NAN,0.854,0
2011-07-12 05:30:00.000,20.05,68.38,4.602,8.53,NAN,0.742,0
2011-07-12 06:00:00.000,19.9,71.9,33.69,54.89,NAN,0.652,0
2011-07-12 06:30:00.000,20.57,74.54,108.0,169.9,NAN,0.616,0
2011-07-12 07:00:00.000,21.14,73.49,208.6,328.5,NAN,0.665,0
2011-07-12 07:30:00.000,22.57,64.53,312.9,495.6,NAN,0.973,0
2011-07-12 08:00:00.000,23.67,59.09,425.8,675.5,NAN,1.197,0
2011-07-12 08:30:00.000,24.26,58.3,508.3,807.0,-437.4,1.263,0
2011-07-12 09:00:00.000,24.9,56.9,612.6,969.0,-452,1.358,0
2011-07-12 09:30:00.000,25.55,54.29,698.0,1102.0,-429.2,1.497,0
2011-07-12 10:00:00.000,26.12,50.17,781.3,1231.0,-432.1,1.687,0
2011-07-12 10:30:00.000,26.92,46.43,855.0,1343.0,-449.7,1.902,0
2011-07-12 11:00:00.000,27.96,42.71,913.0,1429.0,-469.1,2.161,0
2011-07-12 11:30:00.000,28.71,39.97,960.0,1496.0,-464.1,2.366,0
2011-07-12 12:00:00.000,29.65,35.25,988.0,1538.0,-456.1,2.693,0
2011-07-12 12:30:00.000,30.04,33.14,1006.0,1564.0,-451.6,2.844,0
2011-07-12 13:00:00.000,30.73,30.18,1011.0,1570.0,-437.6,3.09,0
